Name,Link,Aliases
Muriel's mother,/wiki/Muriel%27s_mother,"[""Muriel's mother""]"
Viktor Krum's grandfather,/wiki/Viktor_Krum%27s_grandfather,"[""Viktor Krum's grandfather""]"
Workmen at Tottenham Court Road,/wiki/Workmen_at_Tottenham_Court_Road,['Workmen at Tottenham Court Road']
Waitress at Tottenham Court Road,/wiki/Waitress_at_Luchino_Caffe,['Waitress at Tottenham Court Road']
Potters' cat,/wiki/Potters%27_cat,"[""Potters' cat""]"
Unidentified Ministry,/wiki/British_Ministry_of_Magic,['Unidentified Ministry']
Unidentified Magical Maintenence employee,/wiki/Magical_Maintenance_Department,['Unidentified Magical Maintenence employee']
German-speaking woman,/wiki/German-speaking_woman,['German-speaking woman']
German-speaking children,/wiki/German-speaking_children,['German-speaking children']
Reginald Cattermole,/wiki/Reginald_Cattermole,"['Reginald', 'Cattermole', 'Reginald Cattermole']"
Albert Runcorn,/wiki/Albert_Runcorn,"['Albert', 'Runcorn', 'Albert Runcorn']"
Mary Cattermole,/wiki/Mary_Cattermole,['Mary Cattermole']
Wakanda,/wiki/Wakanda,['Wakanda']
Bernie,/wiki/Bernie,['Bernie']
Dirk Cresswell's wife,/wiki/Dirk_Cresswell%27s_wife,"[""Dirk Cresswell's wife""]"
Cresswell brothers,/wiki/Cresswell_brothers,"['Cresswell', 'Cresswell brothers']"
Dirk Cresswell's friends,/wiki/Dirk_Cresswell%27s_friends,"[""Dirk Cresswell's friends""]"
Arkie Alderton,/wiki/Arkie_Alderton,['Arkie Alderton']
Arkie Alderton's alleged son,/wiki/Arkie_Alderton%27s_alleged_son,"[""Arkie Alderton's alleged son""]"
Maisie Cattermole,/wiki/Maisie_Cattermole,"['Maisie', 'Maisie Cattermole']"
Ellie Cattermole,/wiki/Ellie_Cattermole,"['Ellie', 'Ellie Cattermole']"
Alfred Cattermole,/wiki/Alfred_Cattermole,"['Alfred', 'Alfred Cattermole']"
Gornuk,/wiki/Gornuk,['Gornuk']
Gamp,/wiki/Gamp,['Gamp']
Bowman Wright,/wiki/Bowman_Wright,"['Bowman', 'Bowman Wright']"
Ignotus Peverell,/wiki/Ignotus_Peverell,"['youngest brother', 'Third Brother', 'Ignotus', 'Ignotus Peverell']"
Barnabus Finkley,/wiki/Barnabus_Finkley,['Barnabus Finkley']
Enid Smeek,/wiki/Enid_Smeek,"['Enid', 'Enid Smeek']"
Egbert the Egregious,/wiki/Egbert_the_Egregious,"['Egbert', 'Egbert the Egregious']"
Godelot,/wiki/Godelot,['Godelot']
Hereward,/wiki/Hereward,['Hereward']
Loxias,/wiki/Loxias,['Loxias']
Barnabas Deverill,/wiki/Barnabas_Deverill,"['Barnabas', 'Barnabas Deverill']"
Arcus,/wiki/Arcus,['Arcus']
Livius,/wiki/Livius,['Livius']
Antioch Peverell,/wiki/Antioch_Peverell,"['First Brother', 'oldest brother', 'Antioch', 'Antioch Peverell']"
Cadmus Peverell,/wiki/Cadmus_Peverell,"['Second Brother', 'Cadmus', 'Cadmus Peverell']"
Death,/wiki/Death_(The_Tale_of_the_Three_Brothers),['Death']
Dean Thomas's half-siblings,/wiki/Dean_Thomas%27s_half-siblings,"[""Dean Thomas's half-siblings""]"
Scabior,/wiki/Scabior,['Scabior']
Ragnuk,/wiki/Ragnuk,['Ragnuk']
Edward Lupin,/wiki/Edward_Lupin,"['Teddy', 'Edward Lupin']"
Marius,/wiki/Marius,['Marius']
Unidentified Gringotts guard (I),/wiki/Unidentified_Gringotts_guard_(I),['Unidentified Gringotts guard (I)']
Bogrod,/wiki/Bogrod,['Bogrod']
Beggars on Diagon Alley,/wiki/Wandless,"['Beggars', 'Beggars on Diagon Alley']"
Ukrainian Ironbelly at Gringotts,/wiki/Gringott%27s_Dragon,"['Ukrainian', 'Ukrainian Ironbelly at Gringotts']"
Unidentified goblin killed by Voldemort,/wiki/Unidentified_goblin_killed_by_Voldemort,['Unidentified goblin killed by Voldemort']
Mary Macdonald,/wiki/Mary_Macdonald,['Mary Macdonald']
Albus Potter's owl,/wiki/Albus_Potter%27s_owl,"[""Albus Potter's owl""]"
Rose Weasley,/wiki/Rose_Granger-Weasley,"['Ronnie', 'Rose Weasley']"
Hugo Weasley,/wiki/Hugo_Granger-Weasley,"['Hugo', 'Hugo Weasley']"
Scorpius Malfoy,/wiki/Scorpius_Malfoy,"['Scorpius', 'Scorpius the Dreadless', 'Scorpion King', 'Malfoy the Unanxious', 'Scorpius Malfoy']"
Victoire Weasley,/wiki/Victoire_Weasley,"['Victoire', 'Victoire Weasley']"
Astoria Greengrass,/wiki/Astoria_Malfoy,"['Astoria', 'Astoria Greengrass']"
James Potter II's friends,/wiki/James_Potter_II%27s_friends,"[""James Potter II's friends""]"
