Name,Link,Aliases
Lev Zograf,/wiki/Lev_Zograf,"['Zograf', 'Lev', 'Lev Zograf']"
Alexei Levski,/wiki/Alexei_Levski,"['Alexei', 'Levski', 'Alexei Levski']"
Pyotr Vulchanov,/wiki/Pyotr_Vulchanov,"['Vulchanov', 'Pyotr', 'Pyotr Vulchanov']"
Ivan Volkov,/wiki/Ivan_Volkov,"['Ivan', 'Volkov', 'Ivan Volkov']"
Connolly,/wiki/Connolly,['Connolly']
Barry Ryan,/wiki/Barry_Ryan,"['Ryan', 'Barry', 'Barry Ryan']"
Troy,/wiki/Troy,['Troy']
Mullet,/wiki/Mullet,['Mullet']
Moran,/wiki/Moran,['Moran']
Quigley,/wiki/Quigley,['Quigley']
Aidan Lynch,/wiki/Aidan_Lynch,"['Lynch', 'Aidan', 'Aidan Lynch']"
Hassan Mostafa,/wiki/Hassan_Mostafa,"['Mostafa', 'Hassan', 'Hassan Mostafa']"
Mrs Roberts,/wiki/Roberts%27s_wife,"['Mrs. Roberts', 'Mrs Roberts']"
Roberts children,/wiki/Roberts_children,"['Roberts', 'Roberts children']"
Unidentified Beauxbatons girl (I),/wiki/Unidentified_Beauxbatons_students#Beauxbatons_girl_(I),['Unidentified Beauxbatons girl (I)']
Olympe Maxime,/wiki/Olympe_Maxime,"['Madam Maxime', 'Olympe', 'Olympe Maxime']"
Wizard who claimed to be a dragon killer,/wiki/Wizard_who_claimed_to_be_a_dragon_killer,"['Wizard', 'Wizard who claimed to be a dragon killer']"
Wizard who claimed to be a vampire hunter,/wiki/Wizard_who_claimed_to_be_a_Vampire_Hunter,['Wizard who claimed to be a vampire hunter']
Rita Skeeter,/wiki/Rita_Skeeter,"['Queen of the Quills', 'Skeeter', 'Rita', 'Rita Skeeter']"
Alastor Moody,/wiki/Alastor_Moody,"['Alastor', 'Mad-Eye', 'Alastor Moody']"
Dennis Creevey,/wiki/Dennis_Creevey,['Dennis Creevey']
Stewart Ackerley,/wiki/Stewart_Ackerley,"['Stewart', 'Stewart Ackerley']"
Malcolm Baddock,/wiki/Malcolm_Baddock,['Malcolm Baddock']
Eleanor Branstone,/wiki/Eleanor_Branstone,"['Eleanor', 'Eleanor Branstone']"
Owen Cauldwell,/wiki/Owen_Cauldwell,"['Owen', 'Owen Cauldwell']"
Emma Dobbs,/wiki/Emma_Dobbs,"['Emma', 'Emma Dobbs']"
Laura Madley,/wiki/Laura_Madley,"['Laura', 'Laura Madley']"
Natalie McDonald,/wiki/Natalie_McDonald,"['Natalie', 'Natalie McDonald']"
Graham Pritchard,/wiki/Graham_Pritchard,['Graham Pritchard']
Orla Quirke,/wiki/Orla_Quirke,"['Orla', 'Orla Quirke']"
Kevin Whitby,/wiki/Kevin_Whitby,['Kevin Whitby']
Hogwarts house-elves,/wiki/Hogwarts_house-elves,['Hogwarts house-elves']
Barty Crouch Jr,/wiki/Bartemius_Crouch_Junior,"['Alastor ""Mad-Eye"" Moody', 'Master Barty', 'Barty Crouch Jnr', 'Barty Crouch Jr']"
Eloise Midgeon,/wiki/Eloise_Midgen,"['Eloise', 'Eloise Midgeon']"
Blast-Ended Skrewts,/wiki/Blast-Ended_Skrewt,['Blast-Ended Skrewts']
Beauxbatons Academy of Magic,/wiki/Beauxbatons_Academy_of_Magic,"['Beauxbatons', 'Beauxbatons Academy of Magic']"
Igor Karkaroff,/wiki/Igor_Karkaroff,"['Karkaroff', 'Igor', 'Igor Karkaroff']"
Poliakoff,/wiki/Poliakoff,['Poliakoff']
Summers,/wiki/Summers,['Summers']
Fleur Delacour,/wiki/Fleur_Delacour,"['Fleur', 'Phlegm', 'Fleur Delacour']"
Violet,/wiki/Violet,['Violet']
Apolline Delacour's mother,/wiki/Apolline_Delacour%27s_mother,"[""Apolline Delacour's mother""]"
Mykew Gregorovitch,/wiki/Mykew_Gregorovitch,"['Mykew', 'Gregorovitch', 'Mykew Gregorovitch']"
Unidentified female Hungarian Horntail,/wiki/Unidentified_female_Hungarian_Horntail,['Unidentified female Hungarian Horntail']
Unidentified female Chinese Fireball,/wiki/Unidentified_female_Chinese_Fireball,['Unidentified female Chinese Fireball']
Unidentified female Common Welsh Green,/wiki/Unidentified_female_Common_Welsh_Green,['Unidentified female Common Welsh Green']
Winky's mother,/wiki/Winky%27s_mother,"[""Winky's mother""]"
Winky's grandmother,/wiki/Winky%27s_grandmother,"[""Winky's grandmother""]"
Unidentified Hufflepuff third year girl,/wiki/Unidentified_Hufflepuff_girl_(III),['Unidentified Hufflepuff third year girl']
Weird Sisters,/wiki/Weird_Sisters,['Weird Sisters']
Joey Jenkins,/wiki/Joey_Jenkins,"['Joey', 'Joey Jenkins']"
Unidentified Beauxbatons boy,/wiki/Unidentified_Beauxbatons_students#Beauxbatons_boy,['Unidentified Beauxbatons boy']
Fridwulfa,/wiki/Fridwulfa,['Fridwulfa']
Rubeus Hagrid's father,/wiki/Rubeus_Hagrid%27s_father,"[""Rubeus Hagrid's father""]"
Boris the Bewildered,/wiki/Boris_the_Bewildered,"['Boris', 'Boris the Bewildered']"
Wilhelmina Grubbly-Plank,/wiki/Wilhelmina_Grubbly-Plank,"['Wilhelmina', 'Professor Grubbly-Plank', 'Wilhelmina Grubbly-Plank']"
Ludovic Bagman's goblin creditors,/wiki/Ludovic_Bagman%27s_goblin_creditors,"[""Ludovic Bagman's goblin creditors""]"
Bertha Jorkins's second cousin,/wiki/Bertha_Jorkins%27s_second_cousin,"[""Bertha Jorkins's second cousin""]"
Bertha Jorkins's aunt,/wiki/Bertha_Jorkins%27s_aunt,"[""Bertha Jorkins's aunt""]"
Aberforth Dumbledore,/wiki/Aberforth_Dumbledore,"['Aberforth', 'Aberforth Dumbledore']"
Olive Hornby's brother,/wiki/Olive_Hornby%27s_brother,"[""Olive Hornby's brother""]"
Black Lake,/wiki/Great_Lake,"['Black', 'Black Lake']"
Black Lake Merpeople colony,/wiki/Great_Lake_Merpeople_colony,['Black Lake Merpeople colony']
Gabrielle Delacour,/wiki/Gabrielle_Delacour,"['Gabrielle', 'Gabrielle Delacour']"
Murcus,/wiki/Murcus,['Murcus']
Evan Rosier,/wiki/Evan_Rosier,"['Rosier', 'Evan', 'Evan Rosier']"
Wilkes,/wiki/Wilkes,['Wilkes']
Bellatrix Lestrange,/wiki/Bellatrix_Lestrange,"['Bellatrix', 'Bellatrix Lestrange']"
Rodolphus Lestrange,/wiki/Rodolphus_Lestrange,"['Rodolphus', 'Rodolphus Lestrange']"
Mrs Fudge,/wiki/Cornelius_Fudge%27s_wife,"['Mrs. Fudge', 'Mrs Fudge']"
Andorran Minister of Magic,/wiki/Andorran_Ministry_of_Magic,"['Andorran', 'Andorran Minister of Magic']"
Antonin Dolohov,/wiki/Antonin_Dolohov,"['Dolohov', 'Antonin', 'Antonin Dolohov']"
Travers,/wiki/Travers,['Travers']
Augustus Rookwood,/wiki/Augustus_Rookwood,"['Augustus', 'Rookwood', 'Augustus Rookwood']"
Ludovic Bagman's father,/wiki/Ludovic_Bagman%27s_father,"[""Ludovic Bagman's father""]"
Unidentified female Council of Magical Law juror,/wiki/Unidentified_female_Council_of_Magical_Law_juror,['Unidentified female Council of Magical Law juror']
Rabastan Lestrange,/wiki/Rabastan_Lestrange,"['Rabastan', 'Rabastan Lestrange']"
Frank Longbottom,/wiki/Frank_Longbottom,['Frank Longbottom']
Alice Longbottom,/wiki/Alice_Longbottom,"[""Frank Longbottom's wife"", 'Alice', 'Alice Longbottom']"
Florence,/wiki/Florence,['Florence']
Florence's boyfriend,/wiki/Florence%27s_boyfriend,"[""Florence's boyfriend""]"
Apolline Delacour,/wiki/Apolline_Delacour,"['Apolline', 'Apolline Delacour']"
Mrs Diggory,/wiki/Cedric_Diggory%27s_mother,"['Mrs. Diggory', 'Mrs Diggory']"
Mr Krum,/wiki/Viktor_Krum%27s_father,"['Mr. Krum', 'Mr Krum']"
Mrs Krum,/wiki/Viktor_Krum%27s_mother,"['Mrs. Krum', 'Mrs Krum']"
Apollyon Pringle,/wiki/Apollyon_Pringle,"['Apollyon', 'Apollyon Pringle']"
Ogg,/wiki/Ogg,['Ogg']
Bodrod the Bearded,/wiki/Bodrod_the_Bearded,"['Bodrod', 'Bodrod the Bearded']"
Urg the Unclean,/wiki/Urg_the_Unclean,"['Urg', 'Urg the Unclean']"
Lee Jordan's father,/wiki/Lee_Jordan%27s_father,"[""Lee Jordan's father""]"
Bungy,/wiki/Bungy,['Bungy']
Mary Dorkins,/wiki/Mary_Dorkins,['Mary Dorkins']
Mrs Number Seven,/wiki/Owner_of_7_Privet_Drive,['Mrs Number Seven']
Mark Evans,/wiki/Mark_Evans,"['Mark', 'Mark Evans']"
Dementors,/wiki/Dementor,['Dementors']
Mr Prentice,/wiki/Prentice,"['Mr. Prentice', 'Mr Prentice']"
Nymphadora Tonks,/wiki/Nymphadora_Tonks,"['Dora', 'Nymphadora', 'Nymphadora Tonks']"
Kingsley Shacklebolt,/wiki/Kingsley_Shacklebolt,"['Shacklebolt', 'Kingsley', 'Royal', 'Kingsley Shacklebolt']"
Elphias Doge,/wiki/Elphias_Doge,"['Dogbreath Doge)', 'Elphias', 'Dodgy Doge', 'Darling Dodgy', 'Elphias Doge']"
Emmeline Vance,/wiki/Emmeline_Vance,"['Emmeline', 'Emmeline Vance']"
Sturgis Podmore,/wiki/Sturgis_Podmore,"['Sturgis', 'Podmore', 'Sturgis Podmore']"
Hestia Jones,/wiki/Hestia_Jones,"['Hestia', 'Hestia Jones']"
Edward Tonks,/wiki/Edward_Tonks,"['Edward', 'Edward Tonks']"
Andromeda Tonks,/wiki/Andromeda_Tonks,"['Dromeda', 'Andromeda', 'Andromeda Tonks']"
Kreacher,/wiki/Kreacher,['Kreacher']
Walburga Black,/wiki/Walburga_Black,"['Walburga', 'Walburga Black']"
Phineas Nigellus Black,/wiki/Phineas_Nigellus_Black,"['Phineas', 'Phineas Nigellus Black']"
Kreacher's mother,/wiki/Kreacher%27s_mother,"[""Kreacher's mother""]"
Nottingham,/wiki/Nottingham,['Nottingham']
Ragnok,/wiki/Ragnok,['Ragnok']
Will,/wiki/Will,['Will']
Warty Harris,/wiki/Warty_Harris,"['Warty', 'Warty Harris']"
Millicent Bagnold,/wiki/Millicent_Bagnold,['Millicent Bagnold']
Fleamont Potter,/wiki/Fleamont_Potter,"['Fleamont', 'Fleamont Potter']"
Euphemia Potter,/wiki/Euphemia_Potter,"['Euphemia', 'Euphemia Potter']"
Alphard Black,/wiki/Alphard_Black,"['Alphard', 'Alphard Black']"
Orion Black,/wiki/Orion_Black,"['Orion', 'Orion Black']"
Regulus Black,/wiki/Regulus_Black,"['R.A.B.', 'Regulus', 'Regulus Black']"
Araminta Meliflua,/wiki/Araminta_Meliflua_Black,"['Araminta', 'Araminta Meliflua']"
Elladora Black,/wiki/Elladora_Black,"['Aunt Elladora', 'Elladora', 'Elladora Black']"
Arcturus Black III,/wiki/Arcturus_Black_III,"['Arcturus', 'Arcturus Black III']"
Rufus Scrimgeour,/wiki/Rufus_Scrimgeour,"['Rufus', 'Scrimgeour', 'Rufus Scrimgeour']"
Amelia Bones,/wiki/Amelia_Bones,"['Amelia', 'Amelia Bones']"
Eric Munch,/wiki/Eric_Munch,"['Eric', 'Eric Munch']"
Dolores Umbridge,/wiki/Dolores_Umbridge,"['Dolores', 'Umbridge', 'Dolores Umbridge']"
Wilbert Slinkhard,/wiki/Wilbert_Slinkhard,"['Wilbert', 'Slinkhard', 'Wilbert Slinkhard']"
Marlene McKinnon,/wiki/Marlene_McKinnon,"['Marlene', 'Marlene McKinnon']"
Benjy Fenwick,/wiki/Benjy_Fenwick,"['Benjy', 'Benjy Fenwick']"
Edgar Bones,/wiki/Edgar_Bones,"['Edgar', 'Edgar Bones']"
Caradoc Dearborn,/wiki/Caradoc_Dearborn,"['Caradoc', 'Caradoc Dearborn']"
Gideon Prewett,/wiki/Gideon_Prewett,"['Gideon', 'Gideon Prewett']"
Fabian Prewett,/wiki/Fabian_Prewett,"['Fabian', 'Fabian Prewett']"
Dorcas Meadowes,/wiki/Dorcas_Meadowes,"['Dorcas', 'Dorcas Meadowes']"
Luna Lovegood,/wiki/Luna_Lovegood,"['Luna', 'Loony Lovegood', 'Luna Lovegood']"
Anthony Goldstein,/wiki/Anthony_Goldstein,"['Anthony', 'Anthony Goldstein']"
Doris Purkiss,/wiki/Doris_Purkiss,['Doris Purkiss']
Stubby Boardman,/wiki/Stubby_Boardman,"['Stubby', 'Stubby Boardman']"
Xenophilius Lovegood,/wiki/Xenophilius_Lovegood,"['Mr. Lovegood', 'Xenophilius', 'Xenophilius Lovegood']"
Hogwarts Thestral herd,/wiki/Hogwarts_Thestral_herd,['Hogwarts Thestral herd']
Euan Abercrombie,/wiki/Euan_Abercrombie,"['Euan', 'Euan Abercrombie']"
Rose Zeller,/wiki/Rose_Zeller,"['Rose', 'Rose Zeller']"
Dean Thomas's mother,/wiki/Dean_Thomas%27s_mother,"[""Dean Thomas's mother""]"
Dean Thomas's father,/wiki/Dean_Thomas%27s_father,"[""Dean Thomas's father""]"
Patricia Stimpson,/wiki/Patricia_Stimpson,"['Patricia', 'Patricia Stimpson']"
Kenneth Towler,/wiki/Kenneth_Towler,"['Kenneth', 'Kenneth Towler']"
Inigo Imago,/wiki/Inigo_Imago,"['Inigo', 'Inigo Imago']"
Lachlan the Lanky,/wiki/Lachlan_the_Lanky,"['Lachlan', 'Lachlan the Lanky']"
Vicky Frobisher,/wiki/Vicky_Frobisher,"['Vicky', 'Vicky Frobisher']"
Geoffrey Hooper,/wiki/Geoffrey_Hooper,"['Geoffrey', 'Geoffrey Hooper']"
Wilfred the Wistful,/wiki/Wilfred_the_Wistful,"['Wilfred', 'Wilfred the Wistful']"
Mrs Chang,/wiki/Cho_Chang%27s_mother,"['Mrs. Chang', 'Mrs Chang']"
Donaghan Tremlett,/wiki/Donaghan_Tremlett,"['Donaghan', 'Donaghan Tremlett']"
Griselda Marchbanks,/wiki/Griselda_Marchbanks,"['Griselda', 'Griselda Marchbanks']"
Tiberius Ogden,/wiki/Tiberius_Ogden,"['Tiberius', 'Tiberius Ogden']"
Cassandra Trelawney,/wiki/Cassandra_Trelawney,['Cassandra Trelawney']
Marietta Edgecombe,/wiki/Marietta_Edgecombe,"['Marietta', 'Marietta Edgecombe']"
Michael Corner,/wiki/Michael_Corner,"['Michael', 'Michael Corner']"
Zacharias Smith,/wiki/Zacharias_Smith,"['Zacharias', 'Zacharias Smith']"
Unidentified Gryffindor boy,/wiki/Unidentified_Gryffindor_boy,['Unidentified Gryffindor boy']
Unidentified Gryffindor boy's friend,/wiki/Unidentified_Gryffindor_boy%27s_friend,"[""Unidentified Gryffindor boy's friend""]"
Gargoyles at the staff room entrance,/wiki/Gargoyles_at_the_staffroom_entrance,"['Gargoyles', 'Gargoyles at the staff room entrance']"
Barnabus the Barmy,/wiki/Barnabas_the_Barmy,"['Barnabus', 'Barnabas the Barmy', 'Barnabus the Barmy']"
Mr Edgecombe,/wiki/Marietta_Edgecombe%27s_father,"['Mr. Edgecombe', 'Mr Edgecombe']"
Mr Chang,/wiki/Cho_Chang%27s_father,"['Mr. Chang', 'Mr Chang']"
Ladislaw Zamojski,/wiki/Ladislaw_Zamojski,"['Ladislaw', 'Ladislaw Zamojski']"
Karkus,/wiki/Karkus,['Karkus']
Golgomath,/wiki/Golgomath,['Golgomath']
Tenebrus,/wiki/Tenebrus,['Tenebrus']
Andrew Kirke,/wiki/Andrew_Kirke,"['Andrew', 'Kirke', 'Andrew Kirke']"
Jack Sloper,/wiki/Jack_Sloper,"['Jack', 'Slope', 'Jack Sloper']"
Everard,/wiki/Everard,['Everard']
Dilys Derwent,/wiki/Dilys_Derwent,"['Dilys', 'Dilys Derwent']"
Elfrida Cragg,/wiki/Elfrida_Cragg,"['Elfrida', 'Elfrida Cragg']"
Dexter Fortescue,/wiki/Dexter_Fortescue,"['Dexter', 'Fortescu', 'Dexter Fortescue']"
Unidentified female Head,/wiki/Gimlet-eyed_Hogwarts_Headmistress,['Unidentified female Head']
Ventriloquist dummy at Purge and Dowse,"/wiki/Dummy_at_Purge_and_Dowse,_Ltd","['Ventriloquist', 'Ventriloquist dummy at Purge and Dowse']"
St Mungo's Welcome Witch,/wiki/St_Mungo%27s_Welcome_Witch,"[""St Mungo's Welcome Witch""]"
Dai Llewellyn,/wiki/Dai_Llewellyn,"['""Dangerous"" Dai', 'Dai', 'Dai Llewellyn']"
Hippocrates Smethwyck,/wiki/Hippocrates_Smethwyck,"['Hippocrates', 'Healer Smethwyck', 'Hippocrates Smethwyck']"
Augustus Pye,/wiki/Augustus_Pye,"['Pye', 'Augustus Pye']"
Urquhart Rackharrow,/wiki/Urquhart_Rackharrow,"['Urquhart', 'Urquhart Rackharrow']"
Willy Widdershins,/wiki/Willy_Widdershins,"['Willy', 'Willy Widdershins']"
Portrait of a Healer in St Mungo's Hospital,/wiki/Portrait_of_a_Healer_in_St_Mungo%27s_Hospital,"[""Portrait of a Healer in St Mungo's Hospital""]"
Miriam Strout,/wiki/Miriam_Strout,"['Healer Strout', 'Miriam', 'Miriam Strout']"
Janus Thickey,/wiki/Janus_Thickey,"['Janus', 'Janus Thickey']"
Agnes's son,/wiki/Agnes%27s_son,"[""Agnes's son""]"
Puddifoot,/wiki/Puddifoot,['Puddifoot']
Summerby,/wiki/Summerby,['Summerby']
Tobias Snape,/wiki/Tobias_Snape,"['Tobias', 'Tobias Snape']"
Eileen Prince,/wiki/Eileen_Prince,"['Eileen', 'Eileen Prince']"
John Dawlish,/wiki/John_Dawlish,"['Dawlish', 'John', 'John Dawlish']"
Mr Montague,/wiki/Graham_Montague%27s_father,"['Mr. Montague', 'Mr Montague']"
Mrs Montague,/wiki/Graham_Montague%27s_mother,"['Mrs. Montague', 'Mrs Montague']"
Bradley,/wiki/Bradley,['Bradley']
Grawp,/wiki/Grawp,"['Grawpy', 'Grawp']"
Magorian,/wiki/Magorian,['Magorian']
Unidentified hard-faced grey centaur,/wiki/Unidentified_hard-faced_grey_centaur,['Unidentified hard-faced grey centaur']
Chambers,/wiki/Chambers,['Chambers']
Eddie Carmichael,/wiki/Eddie_Carmichael,"['Carmichael', 'Eddie', 'Eddie Carmichael']"
Harold Dingle,/wiki/Harold_Dingle,"['Dingle', 'Harold', 'Harold Dingle']"
Daphne Greengrass,/wiki/Daphne_Greengrass,"['Daphne', 'Daphne Greengrass']"
Tofty,/wiki/Tofty,['Tofty']
Pierre Bonaccord,/wiki/Pierre_Bonaccord,"['Pierre', 'Pierre Bonaccord']"
Unidentified centaur,/wiki/Unidentified_centaur,['Unidentified centaur']
Unidentified bearded centaur,/wiki/Unidentified_bearded_centaur,['Unidentified bearded centaur']
Unidentified dun-coloured centaur,/wiki/Unidentified_dun-coloured_centaur,['Unidentified dun-coloured centaur']
Unidentified thestrals,/wiki/Unidentified_Thestrals,['Unidentified thestrals']
Jugson,/wiki/Jugson,['Jugson']
Unidentified female Seer,/wiki/Unidentified_female_Seer,['Unidentified female Seer']
Unidentified male Seer,/wiki/Unidentified_male_Seer,['Unidentified male Seer']
Williamson,/wiki/Williamson,['Williamson']
Dr Ubbly,/wiki/Dr_Ubbly%27s_Oblivious_Unction,"['Dr. Ubbly', 'Dr Ubbly']"
Pandora Lovegood,/wiki/Pandora_Lovegood,"['Pandora', 'Pandora Lovegood']"
Mrs Goyle,/wiki/Gregory_Goyle%27s_mother,"['Mrs. Goyle', 'Mrs Goyle']"
Prime Minister's political opponent,/wiki/Prime_Minister%27s_political_opponent,"[""Prime Minister's political opponent""]"
Herbert Chorley,/wiki/Herbert_Chorley,"['Herbert', 'Herbert Chorley']"
Ulick Gamp,/wiki/Ulick_Gamp,"['Ulick', 'Ulick Gamp']"
Prime Minister's niece,/wiki/Prime_Minister%27s_niece,"[""Prime Minister's niece""]"
Chancellor of the Exchequer,/wiki/Chancellor_of_the_Exchequer,['Chancellor of the Exchequer']
Fox near Spinner's End,/wiki/Fox_near_Spinner%27s_End,"[""Fox near Spinner's End""]"
Corban Yaxley,/wiki/Corban_Yaxley,"['Yaxley', 'Corban', 'Corban Yaxley']"
Amycus Carrow,/wiki/Amycus_Carrow,"['Carrows', 'Amycus', 'Amycus Carrow']"
Alecto Carrow,/wiki/Alecto_Carrow,"['Alecto', 'Alecto Carrow']"
Fenrir Greyback,/wiki/Fenrir_Greyback,"['Greyback', 'Fenrir', 'Fenrir Greyback']"
Horace Slughorn,/wiki/Horace_Slughorn,"['Slughorn', 'Horace', 'Old Sluggy', 'Horace Slughorn']"
Dirk Cresswell,/wiki/Dirk_Cresswell,"['Dirk', 'Dirk Cresswell']"
Barnabus Cuffe,/wiki/Barnabas_Cuffe,['Barnabus Cuffe']
Ciceron Harkiss,/wiki/Ciceron_Harkiss,"['Ciceron', 'Ciceron Harkiss']"
Gwenog Jones,/wiki/Gwenog_Jones,"['Gwenog', 'Gwenog Jones']"
Arkie Philpott,/wiki/Arkie_Philpott,"['Arkie', 'Arkie Philpott']"
Amulet,/wiki/Amulet,['Amulet']
Verity,/wiki/Verity,['Verity']
Romilda Vane,/wiki/Romilda_Vane,"['Romilda', 'Romilda Vane']"
Cormac McLaggen,/wiki/Cormac_McLaggen,"['McLaggen', 'Cormac', 'King Slug', 'Cormac McLaggen']"
Marcus Belby,/wiki/Marcus_Belby,"['Belby', 'Marcus Belby']"
Damocles,/wiki/Damocles_Belby,['Damocles']
Mr Belby,/wiki/Marcus_Belby%27s_father,"['Mr. Belby', 'Mr Belby']"
Bertie Higgs,/wiki/Bertie_Higgs,['Bertie Higgs']
Blaise Zabini's mother,/wiki/Blaise_Zabini%27s_mother,"[""Blaise Zabini's mother""]"
Proudfoot,/wiki/Proudfoot,['Proudfoot']
Savage,/wiki/Savage,['Savage']
Libatius Borage,/wiki/Libatius_Borage,"['Libatius', 'Libatius Borage']"
Hector Dagworth-Granger,/wiki/Hector_Dagworth-Granger,"['Hector', 'Hector Dagworth-Granger']"
Abraxas Malfoy,/wiki/Abraxas_Malfoy,"['Abraxas', 'Abraxas Malfoy']"
Humphrey Belcher,/wiki/Humphrey_Belcher,"['Humphrey', 'Humphrey Belcher']"
Bob Ogden,/wiki/Bob_Ogden,"['Ogden', 'Bob', 'Bob Ogden']"
Marvolo Gaunt,/wiki/Marvolo_Gaunt,"['Mr. Gaunt', 'Marvolo', 'Marvolo Gaunt']"
Morfin Gaunt,/wiki/Morfin_Gaunt,"['Morfin', 'Morfin Gaunt']"
Cecilia,/wiki/Cecilia,['Cecilia']
Mr Patil,/wiki/Patil_twins%27_father,"['Mr. Patil', 'Mr Patil']"
Mrs Patil,/wiki/Patil_twins%27_mother,"['Mrs. Patil', 'Mrs Patil']"
Mr Midgen,/wiki/Eloise_Midgen%27s_father,"['Mr. Midgen', 'Mr Midgen']"
Mrs Abbott,/wiki/Hannah_Abbott%27s_mother,"['Mrs. Abbott', 'Mrs Abbott']"
Demelza Robins,/wiki/Demelza_Robins,"['Demelza', 'Robins', 'Demelza Robins']"
Jimmy Peakes,/wiki/Jimmy_Peakes,"['Peakes', 'Jimmy', 'Jimmy Peakes']"
Ritchie Coote,/wiki/Ritchie_Coote,"['Ritchie', 'Coote', 'Ritchie Coote']"
Melinda Bobbin,/wiki/Melinda_Bobbin,"['Melinda', 'Bobbin', 'Melinda Bobbin']"
Leanne,/wiki/Leanne,['Leanne']
Caractacus Burke,/wiki/Caractacus_Burke,"['Caractacus', 'Burkes', 'Caractacus Burke']"
Mrs Cole,/wiki/Cole,"['Mrs. Cole', 'Mrs Cole']"
Billy Stubbs,/wiki/Billy_Stubbs,"['Billy', 'Stubbs', 'Billy Stubbs']"
Eric Whalley,/wiki/Eric_Whalley,"['Whalley', 'Eric Whalley']"
Amy Benson,/wiki/Amy_Benson,"['Amy', 'Benson', 'Amy Benson']"
Dennis Bishop,/wiki/Dennis_Bishop,"['Bishop', 'Dennis Bishop']"
Muriel,/wiki/Muriel,['Muriel']
Vaisey,/wiki/Vaisey,['Vaisey']
Harper,/wiki/Harper,['Harper']
Romilda Vane's grandmother,/wiki/Romilda_Vane%27s_grandmother,"[""Romilda Vane's grandmother""]"
Eldred Worple,/wiki/Eldred_Worple,"['Eldred', 'Eldred Worple']"
Sanguini,/wiki/Sanguini,['Sanguini']
Gawain Robards,/wiki/Gawain_Robards,"['Gawain', 'Gawain Robards']"
Fergus,/wiki/Fergus,['Fergus']
Galatea Merrythought,/wiki/Galatea_Merrythought,"['Professor Merrythought', 'Galatea', 'Galatea Merrythought']"
Golpalott,/wiki/Golpalott,['Golpalott']
Scarpin,/wiki/Scarpin,['Scarpin']
Wilkie Twycross,/wiki/Wilkie_Twycross,"['Twycross', 'Wilkie', 'Wilkie Twycross']"
Cadwallader,/wiki/Cadwallader,['Cadwallader']
Hokey,/wiki/Hokey,['Hokey']
Hepzibah Smith,/wiki/Hepzibah_Smith,"['Hepzibah', 'Hepzibah Smith']"
Octavius Pepper,/wiki/Octavius_Pepper,"['Octavius', 'Octavius Pepper']"
Montgomery sisters,/wiki/Montgomery_sisters,['Montgomery sisters']
Montgomery,/wiki/Montgomery,['Montgomery']
Odo,/wiki/Odo,"['Odo the Hero', 'Odo']"
Katie Bell's father,/wiki/Katie_Bell%27s_father,"[""Katie Bell's father""]"
Katie Bell's mother,/wiki/Katie_Bell%27s_mother,"[""Katie Bell's mother""]"
Bertram Aubrey,/wiki/Bertram_Aubrey,"['Bertram', 'Bertram Aubrey']"
Inferi Army of Lord Voldemort,/wiki/Inferius,"['Inferi', 'Inferi Army of Lord Voldemort']"
Thorfinn Rowle,/wiki/Thorfinn_Rowle,"['Thorfinn', 'Thorfinn Rowle']"
Gibbon,/wiki/Gibbon,['Gibbon']
Zacharias Smith's father,/wiki/Zacharias_Smith%27s_father,"[""Zacharias Smith's father""]"
Rosalind Antigone Bungs,/wiki/Rosalind_Bungs,"['Rosalind', 'Bungs', 'Rosalind Antigone Bungs']"
Rupert Brookstanton,/wiki/Rupert_Brookstanton,"['Rupert', 'Axebanger', 'Rupert Brookstanton']"
Ceremony official,/wiki/Ceremony_official,"['Ceremony', 'Ceremony official']"
Albino peacock,/wiki/Albino_peacock,"['Albino', 'Albino peacock']"
Pius Thicknesse,/wiki/Pius_Thicknesse,"['Thicknesse', 'Pius', 'Pius Thicknesse']"
Charity Burbage,/wiki/Charity_Burbage,"['Charity', 'Gorgovitch', 'Charity Burbage']"
Percival Dumbledore,/wiki/Percival_Dumbledore,"['Percival', 'Percival Dumbledore']"
Three Muggle boys,/wiki/Unidentified_Mould-on-the-Wold_boys,"['Three', 'Three Muggle boys']"
Kendra Dumbledore,/wiki/Kendra_Dumbledore,"['Kendra', 'Kendra Dumbledore']"
Ariana Dumbledore,/wiki/Ariana_Dumbledore,"['Ariana', 'Ariana Dumbledore']"
Betty Braithwaite,/wiki/Betty_Braithwaite,"['Betty', 'Betty Braithwaite']"
Ivor Dillonsby,/wiki/Ivor_Dillonsby,"['Ivor', 'Ivor Dillonsby']"
Selwyn,/wiki/Selwyn,['Selwyn']
Hedwig's killer,/wiki/Hedwig%27s_killer,"[""Hedwig's killer""]"
Monsieur Delacour,/wiki/Delacour_sisters%27_father,"['Monsieur', 'Monsieur Delacour']"
Dragomir Gorgovitch,/wiki/Dragomir_Gorgovitch,"['Dragomir', 'Dragomir Gorgovitch']"
Beedle the Bard,/wiki/Beedle_the_Bard,"['Beedle', 'Beedle the Bard']"
Lancelot,/wiki/Lancelot_(Healer),['Lancelot']
The Weasleys' many cousins,/wiki/Weasley_family,"[""The Weasleys' many cousins""]"
Barny Weasley,/wiki/Red-haired_Muggle_boy,"['Barny', 'Barny Weasley']"
Delacour sisters' cousins,/wiki/Delacour_sisters%27_cousins,"[""Delacour sisters' cousins""]"
