Name,Link,Aliases
Apollyon Pringle,/wiki/Apollyon_Pringle,['Apollyon']
Ogg,/wiki/Ogg,[]
Bodrod the Bearded,/wiki/Bodrod_the_Bearded,['Bodrod']
Urg the Unclean,/wiki/Urg_the_Unclean,['Urg']
Hedge Maze,/wiki/Triwizard_Maze,['Hedge']
Hedge Maze,/wiki/Triwizard_Maze,['Hedge']
Hedge Maze,/wiki/Triwizard_Maze,['Hedge']
Crabbe,/wiki/Crabbe,[]
Goyle,/wiki/Goyle,[]
Nott,/wiki/Nott,[]
Lee Jordan's father,/wiki/Lee_Jordan%27s_father,[]
Bungy,/wiki/Bungy,[]
Mary Dorkins,/wiki/Mary_Dorkins,['Mary']
Mrs Number Seven,/wiki/Owner_of_7_Privet_Drive,[]
Mark Evans,/wiki/Mark_Evans,['Mark']
Dementors,/wiki/Dementor,[]
Mr Prentice,/wiki/Prentice,['Mr. Prentice']
Nymphadora Tonks,/wiki/Nymphadora_Tonks,"['Dora', 'Nymphadora']"
Kingsley Shacklebolt,/wiki/Kingsley_Shacklebolt,"['Royal', 'Shacklebolt', 'Kingsley']"
Elphias Doge,/wiki/Elphias_Doge,"['Darling Dodgy', 'Elphias', 'Dogbreath Doge)', 'Dodgy Doge']"
Emmeline Vance,/wiki/Emmeline_Vance,['Emmeline']
Sturgis Podmore,/wiki/Sturgis_Podmore,"['Sturgis', 'Podmore']"
Hestia Jones,/wiki/Hestia_Jones,['Hestia']
Edward Tonks,/wiki/Edward_Tonks,['Edward']
Andromeda Tonks,/wiki/Andromeda_Tonks,"['Andromeda', 'Dromeda']"
Kreacher,/wiki/Kreacher,[]
Walburga Black,/wiki/Walburga_Black,['Walburga']
Phineas Nigellus Black,/wiki/Phineas_Nigellus_Black,['Phineas']
Kreacher's mother,/wiki/Kreacher%27s_mother,[]
12 Grimmauld Place,/wiki/12_Grimmauld_Place,[]
Nottingham,/wiki/Nottingham,[]
Ragnok,/wiki/Ragnok,[]
Will,/wiki/Will,[]
Warty Harris,/wiki/Warty_Harris,['Warty']
Millicent Bagnold,/wiki/Millicent_Bagnold,['Millicent']
Fleamont Potter,/wiki/Fleamont_Potter,['Fleamont']
Euphemia Potter,/wiki/Euphemia_Potter,['Euphemia']
Alphard Black,/wiki/Alphard_Black,['Alphard']
Orion Black,/wiki/Orion_Black,['Orion']
Regulus Black,/wiki/Regulus_Black,"['Regulus', 'R.A.B.']"
Araminta Meliflua,/wiki/Araminta_Meliflua_Black,['Araminta']
Elladora Black,/wiki/Elladora_Black,"['Elladora', 'Aunt Elladora']"
Arcturus Black III,/wiki/Arcturus_Black_III,['Arcturus']
12 Grimmauld Place,/wiki/12_Grimmauld_Place,[]
12 Grimmauld Place,/wiki/12_Grimmauld_Place,[]
Rufus Scrimgeour,/wiki/Rufus_Scrimgeour,"['Rufus', 'Scrimgeour']"
Amelia Bones,/wiki/Amelia_Bones,['Amelia']
Eric Munch,/wiki/Eric_Munch,['Eric']
Bob,/wiki/Bob,[]
Dolores Umbridge,/wiki/Dolores_Umbridge,"['Dolores', 'Umbridge']"
Wilbert Slinkhard,/wiki/Wilbert_Slinkhard,"['Slinkhard', 'Wilbert']"
Marlene McKinnon,/wiki/Marlene_McKinnon,['Marlene']
Benjy Fenwick,/wiki/Benjy_Fenwick,['Benjy']
Edgar Bones,/wiki/Edgar_Bones,['Edgar']
Caradoc Dearborn,/wiki/Caradoc_Dearborn,['Caradoc']
Gideon Prewett,/wiki/Gideon_Prewett,['Gideon']
Fabian Prewett,/wiki/Fabian_Prewett,['Fabian']
Dorcas Meadowes,/wiki/Dorcas_Meadowes,['Dorcas']
Luna Lovegood,/wiki/Luna_Lovegood,"['Luna', 'Loony Lovegood']"
Anthony Goldstein,/wiki/Anthony_Goldstein,['Anthony']
Doris Purkiss,/wiki/Doris_Purkiss,['Doris']
Stubby Boardman,/wiki/Stubby_Boardman,['Stubby']
Xenophilius Lovegood,/wiki/Xenophilius_Lovegood,"['Xenophilius', 'Mr. Lovegood']"
Hogwarts Thestral herd,/wiki/Hogwarts_Thestral_herd,[]
Euan Abercrombie,/wiki/Euan_Abercrombie,['Euan']
Rose Zeller,/wiki/Rose_Zeller,['Rose']
Dean Thomas's mother,/wiki/Dean_Thomas%27s_mother,[]
Dean Thomas's father,/wiki/Dean_Thomas%27s_father,[]
Patricia Stimpson,/wiki/Patricia_Stimpson,['Patricia']
Kenneth Towler,/wiki/Kenneth_Towler,['Kenneth']
Inigo Imago,/wiki/Inigo_Imago,['Inigo']
Care of Magical Creatures,/wiki/Care_of_Magical_Creatures,[]
Lachlan the Lanky,/wiki/Lachlan_the_Lanky,['Lachlan']
Vicky Frobisher,/wiki/Vicky_Frobisher,['Vicky']
Geoffrey Hooper,/wiki/Geoffrey_Hooper,['Geoffrey']
Wilfred the Wistful,/wiki/Wilfred_the_Wistful,['Wilfred']
Mrs Chang,/wiki/Cho_Chang%27s_mother,['Mrs. Chang']
Donaghan Tremlett,/wiki/Donaghan_Tremlett,['Donaghan']
Griselda Marchbanks,/wiki/Griselda_Marchbanks,['Griselda']
Tiberius Ogden,/wiki/Tiberius_Ogden,['Tiberius']
Cassandra Trelawney,/wiki/Cassandra_Trelawney,['Cassandra']
Marietta Edgecombe,/wiki/Marietta_Edgecombe,['Marietta']
Michael Corner,/wiki/Michael_Corner,['Michael']
Zacharias Smith,/wiki/Zacharias_Smith,['Zacharias']
Unidentified Gryffindor boy,/wiki/Unidentified_Gryffindor_boy,[]
Unidentified Gryffindor boy's friend,/wiki/Unidentified_Gryffindor_boy%27s_friend,[]
Gargoyles at the staff room entrance,/wiki/Gargoyles_at_the_staffroom_entrance,['Gargoyles']
Barnabus the Barmy,/wiki/Barnabas_the_Barmy,"['Barnabus', 'Barnabas the Barmy']"
Mr Edgecombe,/wiki/Marietta_Edgecombe%27s_father,['Mr. Edgecombe']
Mr Chang,/wiki/Cho_Chang%27s_father,['Mr. Chang']
Ladislaw Zamojski,/wiki/Ladislaw_Zamojski,['Ladislaw']
Karkus,/wiki/Karkus,[]
Golgomath,/wiki/Golgomath,[]
Tenebrus,/wiki/Tenebrus,[]
Andrew Kirke,/wiki/Andrew_Kirke,"['Kirke', 'Andrew']"
Jack Sloper,/wiki/Jack_Sloper,"['Slope', 'Jack']"
Everard,/wiki/Everard,[]
Dilys Derwent,/wiki/Dilys_Derwent,['Dilys']
Elfrida Cragg,/wiki/Elfrida_Cragg,['Elfrida']
Dexter Fortescue,/wiki/Dexter_Fortescue,"['Dexter', 'Fortescu']"
Unidentified female Head,/wiki/Gimlet-eyed_Hogwarts_Headmistress,[]
Ventriloquist dummy at Purge and Dowse,"/wiki/Dummy_at_Purge_and_Dowse,_Ltd",['Ventriloquist']
St Mungo's Welcome Witch,/wiki/St_Mungo%27s_Welcome_Witch,[]
Dai Llewellyn,/wiki/Dai_Llewellyn,"['Dai', '""Dangerous"" Dai']"
Hippocrates Smethwyck,/wiki/Hippocrates_Smethwyck,"['Hippocrates', 'Healer Smethwyck']"
Augustus Pye,/wiki/Augustus_Pye,"['Pye', 'Augustus']"
Urquhart Rackharrow,/wiki/Urquhart_Rackharrow,['Urquhart']
Willy Widdershins,/wiki/Willy_Widdershins,['Willy']
Portrait of a Healer in St Mungo's Hospital,/wiki/Portrait_of_a_Healer_in_St_Mungo%27s_Hospital,[]
Miriam Strout,/wiki/Miriam_Strout,"['Miriam', 'Healer Strout']"
Janus Thickey,/wiki/Janus_Thickey,['Janus']
Agnes's son,/wiki/Agnes%27s_son,[]
Puddifoot,/wiki/Puddifoot,[]
Summerby,/wiki/Summerby,[]
Tobias Snape,/wiki/Tobias_Snape,['Tobias']
Eileen Prince,/wiki/Eileen_Prince,['Eileen']
John Dawlish,/wiki/John_Dawlish,"['John', 'Dawlish']"
Mr Montague,/wiki/Graham_Montague%27s_father,['Mr. Montague']
Mrs Montague,/wiki/Graham_Montague%27s_mother,['Mrs. Montague']
Bradley,/wiki/Bradley,[]
Grawp,/wiki/Grawp,['Grawpy']
Magorian,/wiki/Magorian,[]
Unidentified hard-faced grey centaur,/wiki/Unidentified_hard-faced_grey_centaur,[]
Chambers,/wiki/Chambers,[]
Eddie Carmichael,/wiki/Eddie_Carmichael,"['Carmichael', 'Eddie']"
Harold Dingle,/wiki/Harold_Dingle,"['Dingle', 'Harold']"
Daphne Greengrass,/wiki/Daphne_Greengrass,['Daphne']
Tofty,/wiki/Tofty,[]
Pierre Bonaccord,/wiki/Pierre_Bonaccord,['Pierre']
Unidentified centaur,/wiki/Unidentified_centaur,[]
Unidentified bearded centaur,/wiki/Unidentified_bearded_centaur,[]
Unidentified dun-coloured centaur,/wiki/Unidentified_dun-coloured_centaur,[]
Unidentified thestrals,/wiki/Unidentified_Thestrals,[]
Jugson,/wiki/Jugson,[]
Unidentified female Seer,/wiki/Unidentified_female_Seer,[]
Unidentified male Seer,/wiki/Unidentified_male_Seer,[]
Williamson,/wiki/Williamson,[]
Dr Ubbly,/wiki/Dr_Ubbly%27s_Oblivious_Unction,['Dr. Ubbly']
Pandora Lovegood,/wiki/Pandora_Lovegood,['Pandora']
Mrs Goyle,/wiki/Gregory_Goyle%27s_mother,['Mrs. Goyle']
Prime Minister's political opponent,/wiki/Prime_Minister%27s_political_opponent,[]
Herbert Chorley,/wiki/Herbert_Chorley,['Herbert']
Ulick Gamp,/wiki/Ulick_Gamp,['Ulick']
Prime Minister's niece,/wiki/Prime_Minister%27s_niece,[]
Chancellor of the Exchequer,/wiki/Chancellor_of_the_Exchequer,[]
Fox near Spinner's End,/wiki/Fox_near_Spinner%27s_End,[]
Corban Yaxley,/wiki/Corban_Yaxley,"['Yaxley', 'Corban']"
Amycus Carrow,/wiki/Amycus_Carrow,"['Amycus', 'Carrows']"
Alecto Carrow,/wiki/Alecto_Carrow,"['Alecto', 'Carrows']"
Fenrir Greyback,/wiki/Fenrir_Greyback,"['Fenrir', 'Greyback']"
Horace Slughorn,/wiki/Horace_Slughorn,"['Slughorn', 'Old Sluggy', 'Horace']"
Dirk Cresswell,/wiki/Dirk_Cresswell,['Dirk']
Barnabus Cuffe,/wiki/Barnabas_Cuffe,['Barnabus']
Ciceron Harkiss,/wiki/Ciceron_Harkiss,['Ciceron']
Gwenog Jones,/wiki/Gwenog_Jones,['Gwenog']
Arkie Philpott,/wiki/Arkie_Philpott,['Arkie']
Amulet,/wiki/Amulet,[]
Verity,/wiki/Verity,[]
Arnold,/wiki/Arnold,[]
Romilda Vane,/wiki/Romilda_Vane,['Romilda']
Cormac McLaggen,/wiki/Cormac_McLaggen,"['King Slug', 'McLaggen', 'Cormac']"
Marcus Belby,/wiki/Marcus_Belby,"['Marcus', 'Belby']"
Damocles,/wiki/Damocles_Belby,[]
Mr Belby,/wiki/Marcus_Belby%27s_father,['Mr. Belby']
Tiberius,/wiki/Tiberius,[]
Bertie Higgs,/wiki/Bertie_Higgs,['Bertie']
Blaise Zabini's mother,/wiki/Blaise_Zabini%27s_mother,[]
Proudfoot,/wiki/Proudfoot,[]
Savage,/wiki/Savage,[]
Libatius Borage,/wiki/Libatius_Borage,['Libatius']
Hector Dagworth-Granger,/wiki/Hector_Dagworth-Granger,['Hector']
Abraxas Malfoy,/wiki/Abraxas_Malfoy,['Abraxas']
Humphrey Belcher,/wiki/Humphrey_Belcher,['Humphrey']
Bob Ogden,/wiki/Bob_Ogden,"['Bob', 'Ogden']"
Marvolo Gaunt,/wiki/Marvolo_Gaunt,"['Marvolo', 'Mr. Gaunt']"
Morfin Gaunt,/wiki/Morfin_Gaunt,['Morfin']
Cecilia,/wiki/Cecilia,[]
Mr Patil,/wiki/Patil_twins%27_father,['Mr. Patil']
Mrs Patil,/wiki/Patil_twins%27_mother,['Mrs. Patil']
Mr Midgen,/wiki/Eloise_Midgen%27s_father,['Mr. Midgen']
Mrs Abbott,/wiki/Hannah_Abbott%27s_mother,['Mrs. Abbott']
Demelza Robins,/wiki/Demelza_Robins,"['Robins', 'Demelza']"
Jimmy Peakes,/wiki/Jimmy_Peakes,"['Peakes', 'Jimmy']"
Ritchie Coote,/wiki/Ritchie_Coote,"['Ritchie', 'Coote']"
Melinda Bobbin,/wiki/Melinda_Bobbin,"['Melinda', 'Bobbin']"
Leanne,/wiki/Leanne,[]
Caractacus Burke,/wiki/Caractacus_Burke,"['Caractacus', 'Burkes']"
Mrs Cole,/wiki/Cole,['Mrs. Cole']
Billy Stubbs,/wiki/Billy_Stubbs,"['Stubbs', 'Billy']"
Eric Whalley,/wiki/Eric_Whalley,"['Whalley', 'Eric']"
Amy Benson,/wiki/Amy_Benson,"['Benson', 'Amy']"
Dennis Bishop,/wiki/Dennis_Bishop,"['Bishop', 'Dennis']"
Muriel,/wiki/Muriel,[]
Vaisey,/wiki/Vaisey,[]
Urquhart,/wiki/Urquhart,[]
Harper,/wiki/Harper,[]
Romilda Vane's grandmother,/wiki/Romilda_Vane%27s_grandmother,[]
Eldred Worple,/wiki/Eldred_Worple,['Eldred']
Sanguini,/wiki/Sanguini,[]
Gawain Robards,/wiki/Gawain_Robards,['Gawain']
Fergus,/wiki/Fergus,[]
Galatea Merrythought,/wiki/Galatea_Merrythought,"['Galatea', 'Professor Merrythought']"
Lestrange,/wiki/Lestrange,[]
Golpalott,/wiki/Golpalott,[]
Scarpin,/wiki/Scarpin,[]
Wilkie Twycross,/wiki/Wilkie_Twycross,"['Twycross', 'Wilkie']"
Cadwallader,/wiki/Cadwallader,[]
Hokey,/wiki/Hokey,[]
Hepzibah Smith,/wiki/Hepzibah_Smith,['Hepzibah']
Octavius Pepper,/wiki/Octavius_Pepper,['Octavius']
Montgomery sisters,/wiki/Montgomery_sisters,[]
Montgomery,/wiki/Montgomery,[]
Odo,/wiki/Odo,['Odo the Hero']
Katie Bell's father,/wiki/Katie_Bell%27s_father,[]
Katie Bell's mother,/wiki/Katie_Bell%27s_mother,[]
Bertram Aubrey,/wiki/Bertram_Aubrey,['Bertram']
Inferi Army of Lord Voldemort,/wiki/Inferius,['Inferi']
Thorfinn Rowle,/wiki/Thorfinn_Rowle,['Thorfinn']
Gibbon,/wiki/Gibbon,[]
Zacharias Smith's father,/wiki/Zacharias_Smith%27s_father,[]
Rosalind Antigone Bungs,/wiki/Rosalind_Bungs,"['Bungs', 'Rosalind']"
Rupert Brookstanton,/wiki/Rupert_Brookstanton,"['Axebanger', 'Rupert']"
Ceremony official,/wiki/Ceremony_official,['Ceremony']
Albino peacock,/wiki/Albino_peacock,['Albino']
Pius Thicknesse,/wiki/Pius_Thicknesse,"['Thicknesse', 'Pius']"
Charity Burbage,/wiki/Charity_Burbage,"['Professor Burbage', 'Charity']"
Percival Dumbledore,/wiki/Percival_Dumbledore,['Percival']
Three Muggle boys,/wiki/Unidentified_Mould-on-the-Wold_boys,['Three']
Kendra Dumbledore,/wiki/Kendra_Dumbledore,['Kendra']
Ariana Dumbledore,/wiki/Ariana_Dumbledore,['Ariana']
Betty Braithwaite,/wiki/Betty_Braithwaite,['Betty']
Ivor Dillonsby,/wiki/Ivor_Dillonsby,['Ivor']
Selwyn,/wiki/Selwyn,[]
Hedwig's killer,/wiki/Hedwig%27s_killer,[]
Monsieur Delacour,/wiki/Delacour_sisters%27_father,['Monsieur']
Dragomir Gorgovitch,/wiki/Dragomir_Gorgovitch,"['Dragomir', 'Gorgovitch']"
Beedle the Bard,/wiki/Beedle_the_Bard,['Beedle']
Lancelot,/wiki/Lancelot_(Healer),[]
The Weasleys' many cousins,/wiki/Weasley_family,[]
Barny Weasley,/wiki/Red-haired_Muggle_boy,['Barny']
Delacour sisters' cousins,/wiki/Delacour_sisters%27_cousins,[]
Muriel's mother,/wiki/Muriel%27s_mother,[]
Viktor Krum's grandfather,/wiki/Viktor_Krum%27s_grandfather,[]
Workmen at Tottenham Court Road,/wiki/Workmen_at_Tottenham_Court_Road,[]
Waitress at Tottenham Court Road,/wiki/Waitress_at_Luchino_Caffe,[]
Potters' cat,/wiki/Potters%27_cat,[]
Unidentified Ministry,/wiki/British_Ministry_of_Magic,[]
Unidentified Magical Maintenence employee,/wiki/Magical_Maintenance_Department,[]
German-speaking woman,/wiki/German-speaking_woman,[]
German-speaking children,/wiki/German-speaking_children,[]
Reginald Cattermole,/wiki/Reginald_Cattermole,"['Cattermole', 'Reginald']"
Albert Runcorn,/wiki/Albert_Runcorn,"['Runcorn', 'Albert']"
Mary Cattermole,/wiki/Mary_Cattermole,['Mary']
Wakanda,/wiki/Wakanda,[]
Bernie,/wiki/Bernie,[]
Bletchley,/wiki/Bletchley,[]
Dirk Cresswell's wife,/wiki/Dirk_Cresswell%27s_wife,[]
Cresswell brothers,/wiki/Cresswell_brothers,['Cresswell']
Dirk Cresswell's friends,/wiki/Dirk_Cresswell%27s_friends,[]
Arkie Alderton,/wiki/Arkie_Alderton,['Arkie']
Arkie Alderton's alleged son,/wiki/Arkie_Alderton%27s_alleged_son,[]
Maisie Cattermole,/wiki/Maisie_Cattermole,['Maisie']
Ellie Cattermole,/wiki/Ellie_Cattermole,['Ellie']
Alfred Cattermole,/wiki/Alfred_Cattermole,['Alfred']
Gornuk,/wiki/Gornuk,[]
Gamp,/wiki/Gamp,[]
Bowman Wright,/wiki/Bowman_Wright,['Bowman']
Ignotus Peverell,/wiki/Ignotus_Peverell,"['Third Brother', 'youngest brother', 'Ignotus']"
Barnabus Finkley,/wiki/Barnabus_Finkley,['Barnabus']
Enid Smeek,/wiki/Enid_Smeek,['Enid']
Snatchers,/wiki/Snatchers,[]
Egbert the Egregious,/wiki/Egbert_the_Egregious,['Egbert']
Godelot,/wiki/Godelot,[]
Hereward,/wiki/Hereward,[]
Loxias,/wiki/Loxias,[]
Barnabas Deverill,/wiki/Barnabas_Deverill,['Barnabas']
Arcus,/wiki/Arcus,[]
Livius,/wiki/Livius,[]
Antioch Peverell,/wiki/Antioch_Peverell,"['oldest brother', 'Antioch', 'First Brother']"
Cadmus Peverell,/wiki/Cadmus_Peverell,"['Second Brother', 'Cadmus']"
Death,/wiki/Death_(The_Tale_of_the_Three_Brothers),[]
Dean Thomas's half-siblings,/wiki/Dean_Thomas%27s_half-siblings,[]
Scabior,/wiki/Scabior,[]
Dudley,/wiki/Dudley,[]
Snatchers,/wiki/Snatchers,[]
Ragnuk,/wiki/Ragnuk,[]
Edward Lupin,/wiki/Edward_Lupin,"['Teddy', 'Edward']"
Marius,/wiki/Marius,[]
Unidentified Gringotts guard (I),/wiki/Unidentified_Gringotts_guard_(I),[]
Bogrod,/wiki/Bogrod,[]
Beggars on Diagon Alley,/wiki/Wandless,['Beggars']
Ukrainian Ironbelly at Gringotts,/wiki/Gringott%27s_Dragon,['Ukrainian']
Unidentified goblin killed by Voldemort,/wiki/Unidentified_goblin_killed_by_Voldemort,[]
Ravenclaw,/wiki/Ravenclaw,[]
Mary Macdonald,/wiki/Mary_Macdonald,['Mary']
Lily L. Potter,/wiki/Lily_L._Potter,['Lily']
James Potter II,/wiki/James_Potter_II,['James']
Albus Potter,/wiki/Albus_Potter,"['Ronald Weasley', 'Slytherin Squib', 'Albus']"
Albus Potter's owl,/wiki/Albus_Potter%27s_owl,[]
Rose Weasley,/wiki/Rose_Granger-Weasley,"['Ronnie', 'Rose']"
Hugo Weasley,/wiki/Hugo_Granger-Weasley,['Hugo']
Scorpius Malfoy,/wiki/Scorpius_Malfoy,"['Scorpius', 'Malfoy the Unanxious', 'Scorpius the Dreadless', 'Scorpion King']"
Victoire Weasley,/wiki/Victoire_Weasley,['Victoire']
Astoria Greengrass,/wiki/Astoria_Malfoy,['Astoria']
James Potter II's friends,/wiki/James_Potter_II%27s_friends,[]
